word	nodeType	synsetCount	unit	count
-	ADJ	0	psyExcerptCopy	2
abnormal	ADJ	3	psyExcerptCopy	4
absolute	ADJ	6	psyExcerptCopy	2
absurd	ADJ	3	psyExcerptCopy	2
acute	ADJ	7	psyExcerptCopy	4
additional	ADJ	1	psyExcerptCopy	2
advanced	ADJ	20	psyExcerptCopy	2
affectionate	ADJ	1	psyExcerptCopy	2
alcoholic	ADJ	3	psyExcerptCopy	2
american	ADJ	5	psyExcerptCopy	2
anatomical	ADJ	3	psyExcerptCopy	1
anti	ADJ	2	psyExcerptCopy	2
averse	ADJ	1	psyExcerptCopy	2
blank	ADJ	8	psyExcerptCopy	2
cal	ADJ	0	psyExcerptCopy	2
capable	ADJ	5	psyExcerptCopy	2
cathartic	ADJ	4	psyExcerptCopy	2
central	ADJ	3	psyExcerptCopy	6
cerebral	ADJ	2	psyExcerptCopy	10
certain	ADJ	7	psyExcerptCopy	2
characteristic	ADJ	5	psyExcerptCopy	2
child-	ADJ	0	psyExcerptCopy	2
christ	ADJ	2	psyExcerptCopy	2
civil	ADJ	6	psyExcerptCopy	2
classical	ADJ	6	psyExcerptCopy	1
close	ADJ	37	psyExcerptCopy	4
cold	ADJ	16	psyExcerptCopy	2
common	ADJ	10	psyExcerptCopy	1
communistic	ADJ	1	psyExcerptCopy	2
complete	ADJ	10	psyExcerptCopy	2
condi-	ADJ	0	psyExcerptCopy	2
constitutional	ADJ	5	psyExcerptCopy	2
continual	ADJ	2	psyExcerptCopy	2
correct	ADJ	12	psyExcerptCopy	2
corresponding	ADJ	7	psyExcerptCopy	2
cortical	ADJ	1	psyExcerptCopy	2
defective	ADJ	3	psyExcerptCopy	2
defiant	ADJ	1	psyExcerptCopy	2
degenerative	ADJ	1	psyExcerptCopy	1
dependent	ADJ	7	psyExcerptCopy	3
destitute	ADJ	2	psyExcerptCopy	2
determinate	ADJ	3	psyExcerptCopy	2
distressing	ADJ	4	psyExcerptCopy	2
dogmatic	ADJ	3	psyExcerptCopy	2
eccentric	ADJ	4	psyExcerptCopy	2
elementary	ADJ	3	psyExcerptCopy	2
emotional	ADJ	4	psyExcerptCopy	6
epileptic	ADJ	2	psyExcerptCopy	2
erotic	ADJ	2	psyExcerptCopy	3
ethical	ADJ	3	psyExcerptCopy	2
exceptional	ADJ	3	psyExcerptCopy	2
exhausted	ADJ	8	psyExcerptCopy	2
external	ADJ	5	psyExcerptCopy	2
false	ADJ	11	psyExcerptCopy	2
fatal	ADJ	4	psyExcerptCopy	2
fatigued	ADJ	3	psyExcerptCopy	2
fective	ADJ	0	psyExcerptCopy	2
female	ADJ	5	psyExcerptCopy	2
fifteenth	ADJ	2	psyExcerptCopy	4
flat	ADJ	24	psyExcerptCopy	2
focal	ADJ	2	psyExcerptCopy	2
foolish	ADJ	2	psyExcerptCopy	2
foreign	ADJ	4	psyExcerptCopy	2
frequent	ADJ	4	psyExcerptCopy	3
full	ADJ	13	psyExcerptCopy	1
func-	ADJ	0	psyExcerptCopy	2
functional	ADJ	6	psyExcerptCopy	5
general	ADJ	10	psyExcerptCopy	3
generative	ADJ	2	psyExcerptCopy	9
genital	ADJ	1	psyExcerptCopy	2
grand	ADJ	10	psyExcerptCopy	2
great	ADJ	7	psyExcerptCopy	2
hard	ADJ	22	psyExcerptCopy	2
healthy	ADJ	5	psyExcerptCopy	5
hysterical	ADJ	2	psyExcerptCopy	2
imbecile	ADJ	2	psyExcerptCopy	1
imperfect	ADJ	3	psyExcerptCopy	2
important	ADJ	5	psyExcerptCopy	2
impossible	ADJ	4	psyExcerptCopy	2
incapable	ADJ	4	psyExcerptCopy	2
incoherent	ADJ	3	psyExcerptCopy	2
incomparable	ADJ	1	psyExcerptCopy	2
incredible	ADJ	1	psyExcerptCopy	2
indifferent	ADJ	10	psyExcerptCopy	4
individual	ADJ	6	psyExcerptCopy	2
infrequent	ADJ	1	psyExcerptCopy	1
ingenious	ADJ	1	psyExcerptCopy	2
insane	ADJ	2	psyExcerptCopy	3
intellectual	ADJ	4	psyExcerptCopy	2
intense	ADJ	3	psyExcerptCopy	2
inter-	ADJ	0	psyExcerptCopy	2
intercurrent	ADJ	0	psyExcerptCopy	2
interesting	ADJ	4	psyExcerptCopy	2
irascible	ADJ	2	psyExcerptCopy	2
irritable	ADJ	3	psyExcerptCopy	4
justifiable	ADJ	1	psyExcerptCopy	2
large	ADJ	11	psyExcerptCopy	2
late	ADJ	11	psyExcerptCopy	2
lax	ADJ	4	psyExcerptCopy	2
least	ADJ	3	psyExcerptCopy	2
left	ADJ	24	psyExcerptCopy	2
limited	ADJ	11	psyExcerptCopy	3
lively	ADJ	6	psyExcerptCopy	2
logical	ADJ	4	psyExcerptCopy	2
lt;â€¢	ADJ	0	psyExcerptCopy	2
maniacal	ADJ	1	psyExcerptCopy	2
manifesta-	ADJ	0	psyExcerptCopy	2
many	ADJ	1	psyExcerptCopy	2
masturba-	ADJ	0	psyExcerptCopy	2
mature	ADJ	11	psyExcerptCopy	2
melan-	ADJ	0	psyExcerptCopy	2
menstrua-	ADJ	0	psyExcerptCopy	1
mental	ADJ	5	psyExcerptCopy	8
microcephalic	ADJ	1	psyExcerptCopy	1
mild	ADJ	3	psyExcerptCopy	2
minable	ADJ	0	psyExcerptCopy	2
minded	ADJ	8	psyExcerptCopy	2
moody	ADJ	4	psyExcerptCopy	2
moral	ADJ	3	psyExcerptCopy	4
much	ADJ	7	psyExcerptCopy	2
muscular	ADJ	4	psyExcerptCopy	2
narrow	ADJ	10	psyExcerptCopy	2
natuiâ£	ADJ	0	psyExcerptCopy	2
natural	ADJ	13	psyExcerptCopy	4
nervous	ADJ	5	psyExcerptCopy	2
neuropathic	ADJ	0	psyExcerptCopy	2
new	ADJ	12	psyExcerptCopy	2
normal	ADJ	5	psyExcerptCopy	6
numerous	ADJ	1	psyExcerptCopy	2
obscene	ADJ	3	psyExcerptCopy	2
old	ADJ	9	psyExcerptCopy	2
opposite	ADJ	11	psyExcerptCopy	2
organic	ADJ	7	psyExcerptCopy	2
original	ADJ	6	psyExcerptCopy	2
other	ADJ	4	psyExcerptCopy	7
own	ADJ	2	psyExcerptCopy	2
peculiar	ADJ	4	psyExcerptCopy	2
peripheral	ADJ	3	psyExcerptCopy	4
persecutory	ADJ	0	psyExcerptCopy	3
philosophical	ADJ	2	psyExcerptCopy	4
physi-	ADJ	0	psyExcerptCopy	2
pleasurable	ADJ	1	psyExcerptCopy	3
poor	ADJ	7	psyExcerptCopy	2
powerful	ADJ	6	psyExcerptCopy	2
pregnant	ADJ	3	psyExcerptCopy	2
primordial	ADJ	1	psyExcerptCopy	2
probable	ADJ	3	psyExcerptCopy	1
projecting	ADJ	13	psyExcerptCopy	2
psychical	ADJ	2	psyExcerptCopy	7
puerperal	ADJ	1	psyExcerptCopy	1
pulsive	ADJ	0	psyExcerptCopy	2
pure	ADJ	7	psyExcerptCopy	2
rational	ADJ	5	psyExcerptCopy	2
religious	ADJ	5	psyExcerptCopy	2
responsible	ADJ	3	psyExcerptCopy	2
rhombic	ADJ	1	psyExcerptCopy	2
rich	ADJ	13	psyExcerptCopy	2
right	ADJ	36	psyExcerptCopy	2
same	ADJ	6	psyExcerptCopy	5
satisfying	ADJ	5	psyExcerptCopy	2
selfish	ADJ	1	psyExcerptCopy	2
sensual	ADJ	2	psyExcerptCopy	2
seventeenth	ADJ	2	psyExcerptCopy	2
sexless	ADJ	3	psyExcerptCopy	1
sexual	ADJ	3	psyExcerptCopy	53
short	ADJ	23	psyExcerptCopy	2
silly	ADJ	5	psyExcerptCopy	2
similar	ADJ	5	psyExcerptCopy	1
slight	ADJ	5	psyExcerptCopy	2
small	ADJ	13	psyExcerptCopy	2
sociable	ADJ	3	psyExcerptCopy	1
social	ADJ	7	psyExcerptCopy	4
soft	ADJ	20	psyExcerptCopy	2
somatic	ADJ	1	psyExcerptCopy	2
spastic	ADJ	4	psyExcerptCopy	1
spinal	ADJ	2	psyExcerptCopy	3
straight	ADJ	21	psyExcerptCopy	2
strong	ADJ	10	psyExcerptCopy	4
subject	ADJ	15	psyExcerptCopy	2
such	ADJ	2	psyExcerptCopy	12
sudden	ADJ	1	psyExcerptCopy	2
temporary	ADJ	3	psyExcerptCopy	2
thermic	ADJ	1	psyExcerptCopy	2
thirteenth	ADJ	2	psyExcerptCopy	1
tran-	ADJ	0	psyExcerptCopy	2
transitional	ADJ	1	psyExcerptCopy	4
unimproved	ADJ	2	psyExcerptCopy	2
unmarried	ADJ	1	psyExcerptCopy	2
unquestionable	ADJ	3	psyExcerptCopy	1
useless	ADJ	1	psyExcerptCopy	2
various	ADJ	4	psyExcerptCopy	4
vicious	ADJ	4	psyExcerptCopy	2
violent	ADJ	5	psyExcerptCopy	2
weak	ADJ	12	psyExcerptCopy	6
well	ADJ	22	psyExcerptCopy	2
wide	ADJ	11	psyExcerptCopy	4
worrying	ADJ	9	psyExcerptCopy	2
worthy	ADJ	4	psyExcerptCopy	2
young	ADJ	14	psyExcerptCopy	1
»	ADJ	0	psyExcerptCopy	2
absurd	ADJ	3	black_moutain	1
big	ADJ	17	black_moutain	1
bleak	ADJ	3	black_moutain	1
bygone	ADJ	2	black_moutain	1
holy	ADJ	2	black_moutain	1
plain	ADJ	11	black_moutain	1
additional	ADJ	1	txt-counceling	1
asexual	ADJ	1	txt-counceling	2
bloodthirsty	ADJ	1	txt-counceling	1
close	ADJ	37	txt-counceling	2
dear	ADJ	8	txt-counceling	1
gay	ADJ	7	txt-counceling	2
interesting	ADJ	4	txt-counceling	1
little	ADJ	10	txt-counceling	1
lovely	ADJ	3	txt-counceling	1
old	ADJ	9	txt-counceling	1
reluctant	ADJ	3	txt-counceling	1
rich	ADJ	13	txt-counceling	1
several	ADJ	3	txt-counceling	1
slight	ADJ	5	txt-counceling	1
sure	ADJ	10	txt-counceling	1
young	ADJ	14	txt-counceling	1
altered	ADJ	8	Atrocity	1
bad	ADJ	17	Atrocity	1
insane	ADJ	2	Atrocity	1
hot	ADJ	21	devolution	1
-	ADJ	0	txt-imp-malecopy	3
Be¬	ADJ	0	txt-imp-malecopy	1
More	ADJ	5	txt-imp-malecopy	1
aberrant	ADJ	2	txt-imp-malecopy	2
abject	ADJ	4	txt-imp-malecopy	1
able	ADJ	4	txt-imp-malecopy	14
abnormal	ADJ	3	txt-imp-malecopy	4
abolish¬	ADJ	0	txt-imp-malecopy	1
absent	ADJ	4	txt-imp-malecopy	2
absolute	ADJ	6	txt-imp-malecopy	1
abstract	ADJ	9	txt-imp-malecopy	1
absurd	ADJ	3	txt-imp-malecopy	1
ab¬	ADJ	0	txt-imp-malecopy	1
accustomed	ADJ	3	txt-imp-malecopy	1
active	ADJ	17	txt-imp-malecopy	5
actual	ADJ	5	txt-imp-malecopy	1
adjoining	ADJ	3	txt-imp-malecopy	1
aesthetic	ADJ	4	txt-imp-malecopy	1
affec¬	ADJ	0	txt-imp-malecopy	1
afraid	ADJ	4	txt-imp-malecopy	2
agreeable	ADJ	3	txt-imp-malecopy	3
alarmed	ADJ	3	txt-imp-malecopy	1
alone	ADJ	6	txt-imp-malecopy	1
alternate	ADJ	10	txt-imp-malecopy	1
alterna¬	ADJ	0	txt-imp-malecopy	1
al¬	ADJ	0	txt-imp-malecopy	1
amatory	ADJ	1	txt-imp-malecopy	1
amorous	ADJ	2	txt-imp-malecopy	4
ample	ADJ	3	txt-imp-malecopy	1
analogous	ADJ	2	txt-imp-malecopy	1
anatomical	ADJ	3	txt-imp-malecopy	1
angelic	ADJ	3	txt-imp-malecopy	1
anti	ADJ	2	txt-imp-malecopy	1
anxious	ADJ	2	txt-imp-malecopy	4
apparent	ADJ	2	txt-imp-malecopy	1
applicable	ADJ	1	txt-imp-malecopy	1
appropriate	ADJ	3	txt-imp-malecopy	1
apt	ADJ	4	txt-imp-malecopy	1
ardent	ADJ	3	txt-imp-malecopy	2
asleep	ADJ	5	txt-imp-malecopy	1
assidu¬	ADJ	0	txt-imp-malecopy	1
astic	ADJ	0	txt-imp-malecopy	1
astonishing	ADJ	3	txt-imp-malecopy	1
ataxic	ADJ	1	txt-imp-malecopy	1
attractive	ADJ	3	txt-imp-malecopy	5
awake	ADJ	3	txt-imp-malecopy	1
aware	ADJ	2	txt-imp-malecopy	1
bad	ADJ	17	txt-imp-malecopy	4
beautiful	ADJ	2	txt-imp-malecopy	5
biblical	ADJ	2	txt-imp-malecopy	1
black	ADJ	22	txt-imp-malecopy	4
ble	ADJ	0	txt-imp-malecopy	3
blonde	ADJ	3	txt-imp-malecopy	3
boyish	ADJ	1	txt-imp-malecopy	1
brute	ADJ	3	txt-imp-malecopy	1
cal	ADJ	0	txt-imp-malecopy	1
capable	ADJ	5	txt-imp-malecopy	4
carnal	ADJ	2	txt-imp-malecopy	2
celi¬	ADJ	0	txt-imp-malecopy	1
cerebral	ADJ	2	txt-imp-malecopy	2
cerned	ADJ	0	txt-imp-malecopy	1
certain	ADJ	7	txt-imp-malecopy	15
changeable	ADJ	4	txt-imp-malecopy	1
chaste	ADJ	3	txt-imp-malecopy	1
chief	ADJ	4	txt-imp-malecopy	2
choleric	ADJ	3	txt-imp-malecopy	1
cided	ADJ	0	txt-imp-malecopy	1
civil	ADJ	6	txt-imp-malecopy	3
close	ADJ	37	txt-imp-malecopy	1
closed	ADJ	26	txt-imp-malecopy	1
coarse	ADJ	3	txt-imp-malecopy	1
cold	ADJ	16	txt-imp-malecopy	4
colored	ADJ	11	txt-imp-malecopy	1
comatose	ADJ	2	txt-imp-malecopy	1
comic	ADJ	3	txt-imp-malecopy	1
common	ADJ	10	txt-imp-malecopy	4
comparative	ADJ	3	txt-imp-malecopy	1
competent	ADJ	3	txt-imp-malecopy	1
complete	ADJ	10	txt-imp-malecopy	5
confident	ADJ	3	txt-imp-malecopy	2
confidential	ADJ	4	txt-imp-malecopy	1
connec¬	ADJ	0	txt-imp-malecopy	1
consequent	ADJ	1	txt-imp-malecopy	1
considerable	ADJ	1	txt-imp-malecopy	4
consider¬	ADJ	0	txt-imp-malecopy	1
consistent	ADJ	4	txt-imp-malecopy	1
constant	ADJ	5	txt-imp-malecopy	1
constipated	ADJ	3	txt-imp-malecopy	1
contemplative	ADJ	2	txt-imp-malecopy	1
continuous	ADJ	2	txt-imp-malecopy	2
contrary	ADJ	7	txt-imp-malecopy	1
convinced	ADJ	3	txt-imp-malecopy	1
counter	ADJ	13	txt-imp-malecopy	1
curious	ADJ	3	txt-imp-malecopy	2
customary	ADJ	2	txt-imp-malecopy	1
daring	ADJ	7	txt-imp-malecopy	1
dark	ADJ	16	txt-imp-malecopy	2
dary	ADJ	0	txt-imp-malecopy	1
dead	ADJ	21	txt-imp-malecopy	1
deceased	ADJ	3	txt-imp-malecopy	1
decent	ADJ	7	txt-imp-malecopy	1
decorous	ADJ	2	txt-imp-malecopy	1
deep	ADJ	21	txt-imp-malecopy	3
deep¬	ADJ	0	txt-imp-malecopy	1
degrading	ADJ	5	txt-imp-malecopy	2
delicate	ADJ	7	txt-imp-malecopy	1
depraved	ADJ	2	txt-imp-malecopy	1
deranged	ADJ	3	txt-imp-malecopy	1
desirous	ADJ	1	txt-imp-malecopy	1
desperate	ADJ	7	txt-imp-malecopy	1
devoid	ADJ	1	txt-imp-malecopy	1
devo¬	ADJ	0	txt-imp-malecopy	1
de¬	ADJ	0	txt-imp-malecopy	1
diate	ADJ	0	txt-imp-malecopy	1
different	ADJ	5	txt-imp-malecopy	11
diffi-	ADJ	0	txt-imp-malecopy	1
difficult	ADJ	2	txt-imp-malecopy	4
digestive	ADJ	2	txt-imp-malecopy	1
direct	ADJ	24	txt-imp-malecopy	1
dirty	ADJ	13	txt-imp-malecopy	1
disagreeable	ADJ	3	txt-imp-malecopy	1
disgusting	ADJ	3	txt-imp-malecopy	4
disorderly	ADJ	3	txt-imp-malecopy	1
distasteful	ADJ	2	txt-imp-malecopy	1
distressing	ADJ	4	txt-imp-malecopy	1
dis¬	ADJ	0	txt-imp-malecopy	2
divine	ADJ	10	txt-imp-malecopy	1
domestic	ADJ	6	txt-imp-malecopy	2
double	ADJ	21	txt-imp-malecopy	1
doubtful	ADJ	3	txt-imp-malecopy	1
drunken	ADJ	1	txt-imp-malecopy	1
dry	ADJ	19	txt-imp-malecopy	1
duced	ADJ	0	txt-imp-malecopy	2
due	ADJ	7	txt-imp-malecopy	2
early	ADJ	9	txt-imp-malecopy	6
easy	ADJ	15	txt-imp-malecopy	3
eccentric	ADJ	4	txt-imp-malecopy	2
effectual	ADJ	2	txt-imp-malecopy	1
efficacious	ADJ	2	txt-imp-malecopy	2
egyptian	ADJ	3	txt-imp-malecopy	1
eighth	ADJ	3	txt-imp-malecopy	1
electric	ADJ	4	txt-imp-malecopy	1
embarrassing	ADJ	4	txt-imp-malecopy	1
eminent	ADJ	2	txt-imp-malecopy	1
emotional	ADJ	4	txt-imp-malecopy	1
emphatic	ADJ	3	txt-imp-malecopy	1
enamored	ADJ	2	txt-imp-malecopy	1
energetic	ADJ	2	txt-imp-malecopy	1
english	ADJ	6	txt-imp-malecopy	1
engrossing	ADJ	3	txt-imp-malecopy	1
enormous	ADJ	1	txt-imp-malecopy	1
enough	ADJ	3	txt-imp-malecopy	1
entire	ADJ	5	txt-imp-malecopy	6
epileptic	ADJ	2	txt-imp-malecopy	12
eral	ADJ	0	txt-imp-malecopy	1
erec-	ADJ	0	txt-imp-malecopy	1
erec¬	ADJ	0	txt-imp-malecopy	3
erotic	ADJ	2	txt-imp-malecopy	1
essential	ADJ	6	txt-imp-malecopy	2
eternal	ADJ	2	txt-imp-malecopy	1
etherial	ADJ	0	txt-imp-malecopy	1
even¬	ADJ	0	txt-imp-malecopy	1
evil	ADJ	6	txt-imp-malecopy	1
exact	ADJ	4	txt-imp-malecopy	3
exacting	ADJ	5	txt-imp-malecopy	1
exalted	ADJ	5	txt-imp-malecopy	2
excellent	ADJ	1	txt-imp-malecopy	1
excess	ADJ	5	txt-imp-malecopy	2
excessive	ADJ	2	txt-imp-malecopy	2
excitable	ADJ	2	txt-imp-malecopy	1
excited	ADJ	12	txt-imp-malecopy	4
exciting	ADJ	10	txt-imp-malecopy	2
exclusive	ADJ	4	txt-imp-malecopy	1
exhausting	ADJ	7	txt-imp-malecopy	1
exhi¬	ADJ	0	txt-imp-malecopy	1
expectant	ADJ	2	txt-imp-malecopy	3
extensive	ADJ	3	txt-imp-malecopy	2
extraordinary	ADJ	3	txt-imp-malecopy	1
faint	ADJ	8	txt-imp-malecopy	1
fair	ADJ	17	txt-imp-malecopy	1
false	ADJ	11	txt-imp-malecopy	2
familiar	ADJ	7	txt-imp-malecopy	1
fancy	ADJ	6	txt-imp-malecopy	1
fantastic	ADJ	5	txt-imp-malecopy	1
farther	ADJ	9	txt-imp-malecopy	1
fast	ADJ	15	txt-imp-malecopy	1
fat	ADJ	9	txt-imp-malecopy	1
fatal	ADJ	4	txt-imp-malecopy	1
favorable	ADJ	5	txt-imp-malecopy	2
favorite	ADJ	5	txt-imp-malecopy	1
fearful	ADJ	5	txt-imp-malecopy	3
female	ADJ	5	txt-imp-malecopy	16
feminine	ADJ	5	txt-imp-malecopy	2
fervent	ADJ	2	txt-imp-malecopy	1
few	ADJ	2	txt-imp-malecopy	14
fifteenth	ADJ	2	txt-imp-malecopy	1
fif¬	ADJ	0	txt-imp-malecopy	1
filthy	ADJ	3	txt-imp-malecopy	2
fine	ADJ	10	txt-imp-malecopy	2
first	ADJ	16	txt-imp-malecopy	14
fis¬	ADJ	0	txt-imp-malecopy	1
fitting	ADJ	15	txt-imp-malecopy	2
flaccid	ADJ	2	txt-imp-malecopy	4
fluted	ADJ	1	txt-imp-malecopy	1
following	ADJ	30	txt-imp-malecopy	3
fond	ADJ	4	txt-imp-malecopy	1
foregoing	ADJ	4	txt-imp-malecopy	1
foreign	ADJ	4	txt-imp-malecopy	3
former	ADJ	5	txt-imp-malecopy	6
frank	ADJ	6	txt-imp-malecopy	2
free	ADJ	22	txt-imp-malecopy	8
french	ADJ	5	txt-imp-malecopy	3
frequent	ADJ	4	txt-imp-malecopy	3
fruitless	ADJ	1	txt-imp-malecopy	1
ful	ADJ	1	txt-imp-malecopy	1
full	ADJ	13	txt-imp-malecopy	8
funny	ADJ	5	txt-imp-malecopy	1
furious	ADJ	3	txt-imp-malecopy	1
furth	ADJ	0	txt-imp-malecopy	1
further	ADJ	11	txt-imp-malecopy	9
future	ADJ	7	txt-imp-malecopy	1
general	ADJ	10	txt-imp-malecopy	4
generative	ADJ	2	txt-imp-malecopy	1
genital	ADJ	1	txt-imp-malecopy	15
gested	ADJ	0	txt-imp-malecopy	1
gifted	ADJ	3	txt-imp-malecopy	1
gloomy	ADJ	3	txt-imp-malecopy	1
gluteal	ADJ	1	txt-imp-malecopy	5
going-	ADJ	0	txt-imp-malecopy	1
good	ADJ	27	txt-imp-malecopy	20
grand	ADJ	10	txt-imp-malecopy	1
great	ADJ	7	txt-imp-malecopy	33
guilty	ADJ	2	txt-imp-malecopy	1
gular	ADJ	0	txt-imp-malecopy	1
habituated	ADJ	2	txt-imp-malecopy	1
haired	ADJ	1	txt-imp-malecopy	1
half	ADJ	6	txt-imp-malecopy	1
handsome	ADJ	2	txt-imp-malecopy	6
happy	ADJ	4	txt-imp-malecopy	2
hard	ADJ	22	txt-imp-malecopy	1
head¬	ADJ	0	txt-imp-malecopy	1
healthful	ADJ	2	txt-imp-malecopy	1
healthy	ADJ	5	txt-imp-malecopy	6
heavy	ADJ	30	txt-imp-malecopy	2
heeled	ADJ	5	txt-imp-malecopy	1
high	ADJ	18	txt-imp-malecopy	11
holy	ADJ	2	txt-imp-malecopy	1
horrible	ADJ	1	txt-imp-malecopy	1
hot	ADJ	21	txt-imp-malecopy	2
human	ADJ	4	txt-imp-malecopy	2
hungarian	ADJ	3	txt-imp-malecopy	1
hygienic	ADJ	1	txt-imp-malecopy	2
hyperaesthetic	ADJ	0	txt-imp-malecopy	2
hysterical	ADJ	2	txt-imp-malecopy	1
idealistic	ADJ	2	txt-imp-malecopy	1
ill	ADJ	9	txt-imp-malecopy	1
imagina¬	ADJ	0	txt-imp-malecopy	2
imagi¬	ADJ	0	txt-imp-malecopy	1
immediate	ADJ	5	txt-imp-malecopy	1
imme¬	ADJ	0	txt-imp-malecopy	1
immodest	ADJ	2	txt-imp-malecopy	1
important	ADJ	5	txt-imp-malecopy	1
impossible	ADJ	4	txt-imp-malecopy	12
impotent	ADJ	2	txt-imp-malecopy	13
impressionable	ADJ	1	txt-imp-malecopy	1
improper	ADJ	3	txt-imp-malecopy	1
impro¬	ADJ	0	txt-imp-malecopy	1
incapable	ADJ	4	txt-imp-malecopy	7
incomprehensible	ADJ	2	txt-imp-malecopy	1
incongruous	ADJ	1	txt-imp-malecopy	1
indecent	ADJ	3	txt-imp-malecopy	1
indescribable	ADJ	1	txt-imp-malecopy	1
indicative	ADJ	3	txt-imp-malecopy	1
indirect	ADJ	5	txt-imp-malecopy	1
indispensable	ADJ	3	txt-imp-malecopy	1
individual	ADJ	6	txt-imp-malecopy	1
indoor	ADJ	2	txt-imp-malecopy	1
inert	ADJ	3	txt-imp-malecopy	1
inevitable	ADJ	3	txt-imp-malecopy	1
infamous	ADJ	1	txt-imp-malecopy	2
infatuated	ADJ	2	txt-imp-malecopy	1
ing	ADJ	0	txt-imp-malecopy	2
inherent	ADJ	2	txt-imp-malecopy	2
innocent	ADJ	8	txt-imp-malecopy	1
inordinate	ADJ	1	txt-imp-malecopy	1
insane	ADJ	2	txt-imp-malecopy	3
insoluble	ADJ	3	txt-imp-malecopy	1
insubor-	ADJ	0	txt-imp-malecopy	1
insurmountable	ADJ	2	txt-imp-malecopy	1
intellectual	ADJ	4	txt-imp-malecopy	4
intelligent	ADJ	4	txt-imp-malecopy	1
intense	ADJ	3	txt-imp-malecopy	7
interesting	ADJ	4	txt-imp-malecopy	6
intricate	ADJ	1	txt-imp-malecopy	1
involuntary	ADJ	2	txt-imp-malecopy	3
ious	ADJ	1	txt-imp-malecopy	1
irregular	ADJ	11	txt-imp-malecopy	2
irritable	ADJ	3	txt-imp-malecopy	1
irritant	ADJ	1	txt-imp-malecopy	1
keen	ADJ	7	txt-imp-malecopy	1
kind	ADJ	4	txt-imp-malecopy	1
laced	ADJ	7	txt-imp-malecopy	2
large	ADJ	11	txt-imp-malecopy	6
lascivious	ADJ	1	txt-imp-malecopy	5
last	ADJ	21	txt-imp-malecopy	8
lasting	ADJ	6	txt-imp-malecopy	1
latter	ADJ	2	txt-imp-malecopy	5
lead	ADJ	31	txt-imp-malecopy	1
least	ADJ	3	txt-imp-malecopy	13
left	ADJ	24	txt-imp-malecopy	2
legitimate	ADJ	7	txt-imp-malecopy	1
less	ADJ	5	txt-imp-malecopy	8
lewd	ADJ	2	txt-imp-malecopy	3
liberal	ADJ	7	txt-imp-malecopy	2
libidinous	ADJ	1	txt-imp-malecopy	3
light	ADJ	47	txt-imp-malecopy	1
ligious	ADJ	0	txt-imp-malecopy	1
like	ADJ	11	txt-imp-malecopy	7
limitless	ADJ	3	txt-imp-malecopy	1
limp	ADJ	5	txt-imp-malecopy	1
little	ADJ	10	txt-imp-malecopy	8
lively	ADJ	6	txt-imp-malecopy	2
local	ADJ	5	txt-imp-malecopy	1
logical	ADJ	4	txt-imp-malecopy	1
long	ADJ	12	txt-imp-malecopy	11
long-	ADJ	0	txt-imp-malecopy	1
loose	ADJ	18	txt-imp-malecopy	3
low	ADJ	16	txt-imp-malecopy	3
lucrative	ADJ	1	txt-imp-malecopy	1
ludicrous	ADJ	2	txt-imp-malecopy	1
lumbar	ADJ	1	txt-imp-malecopy	1
lunatic	ADJ	3	txt-imp-malecopy	1
lusty	ADJ	2	txt-imp-malecopy	1
ly	ADJ	0	txt-imp-malecopy	1
magic	ADJ	3	txt-imp-malecopy	1
main	ADJ	5	txt-imp-malecopy	1
male	ADJ	6	txt-imp-malecopy	1
manual	ADJ	5	txt-imp-malecopy	2
many	ADJ	1	txt-imp-malecopy	12
marital	ADJ	1	txt-imp-malecopy	2
married	ADJ	5	txt-imp-malecopy	7
masturbation.—the	ADJ	0	txt-imp-malecopy	1
masturbatory	ADJ	0	txt-imp-malecopy	2
mathematical	ADJ	5	txt-imp-malecopy	3
matrimo	ADJ	0	txt-imp-malecopy	1
matrimonial	ADJ	1	txt-imp-malecopy	1
mature	ADJ	11	txt-imp-malecopy	2
medical	ADJ	4	txt-imp-malecopy	7
medium	ADJ	13	txt-imp-malecopy	1
melancholic	ADJ	2	txt-imp-malecopy	2
melancholy	ADJ	5	txt-imp-malecopy	1
mental	ADJ	5	txt-imp-malecopy	18
mercantile	ADJ	3	txt-imp-malecopy	1
mere	ADJ	3	txt-imp-malecopy	5
mild	ADJ	3	txt-imp-malecopy	1
military	ADJ	4	txt-imp-malecopy	2
misanthropic	ADJ	2	txt-imp-malecopy	1
moral	ADJ	3	txt-imp-malecopy	12
morbid	ADJ	3	txt-imp-malecopy	2
more	ADJ	5	txt-imp-malecopy	16
most	ADJ	5	txt-imp-malecopy	4
much	ADJ	7	txt-imp-malecopy	11
muc¬	ADJ	0	txt-imp-malecopy	1
naked	ADJ	5	txt-imp-malecopy	17
narrow	ADJ	10	txt-imp-malecopy	1
natural	ADJ	13	txt-imp-malecopy	8
nat¬	ADJ	0	txt-imp-malecopy	1
necessary	ADJ	3	txt-imp-malecopy	4
necked	ADJ	2	txt-imp-malecopy	1
nervous	ADJ	5	txt-imp-malecopy	4
neuralgic	ADJ	1	txt-imp-malecopy	1
neurological	ADJ	1	txt-imp-malecopy	1
neurotic	ADJ	3	txt-imp-malecopy	2
new	ADJ	12	txt-imp-malecopy	11
next	ADJ	4	txt-imp-malecopy	8
nice	ADJ	6	txt-imp-malecopy	1
