word	nodeType	synsetCount	unit	count
after-	ADJ	0	the-female-impersonators-transcript	1
aged	ADJ	9	the-female-impersonators-transcript	4
agitated	ADJ	8	the-female-impersonators-transcript	1
agricultural	ADJ	2	the-female-impersonators-transcript	1
akin	ADJ	2	the-female-impersonators-transcript	1
alarming	ADJ	3	the-female-impersonators-transcript	1
alcoholic	ADJ	3	the-female-impersonators-transcript	1
alive	ADJ	7	the-female-impersonators-transcript	9
alone	ADJ	6	the-female-impersonators-transcript	10
amateur	ADJ	4	the-female-impersonators-transcript	6
amative	ADJ	1	the-female-impersonators-transcript	1
ambi-	ADJ	0	the-female-impersonators-transcript	2
ambitious	ADJ	2	the-female-impersonators-transcript	1
american	ADJ	5	the-female-impersonators-transcript	11
amor-	ADJ	0	the-female-impersonators-transcript	1
amorous	ADJ	2	the-female-impersonators-transcript	4
an-	ADJ	0	the-female-impersonators-transcript	1
anaph-	ADJ	0	the-female-impersonators-transcript	2
anatomic	ADJ	2	the-female-impersonators-transcript	1
anatomical	ADJ	3	the-female-impersonators-transcript	2
anchored	ADJ	2	the-female-impersonators-transcript	1
ancient	ADJ	4	the-female-impersonators-transcript	6
andro-	ADJ	0	the-female-impersonators-transcript	4
androgyne	ADJ	1	the-female-impersonators-transcript	14
androgynesque	ADJ	0	the-female-impersonators-transcript	1
androgynous	ADJ	2	the-female-impersonators-transcript	13
angelic	ADJ	3	the-female-impersonators-transcript	2
anglo	ADJ	0	the-female-impersonators-transcript	3
angry	ADJ	3	the-female-impersonators-transcript	2
annual	ADJ	4	the-female-impersonators-transcript	1
antique	ADJ	7	the-female-impersonators-transcript	1
anxious	ADJ	2	the-female-impersonators-transcript	5
apart-	ADJ	0	the-female-impersonators-transcript	1
apparent	ADJ	2	the-female-impersonators-transcript	3
appli-	ADJ	0	the-female-impersonators-transcript	1
appoint-	ADJ	0	the-female-impersonators-transcript	1
appreciative	ADJ	2	the-female-impersonators-transcript	1
approach-	ADJ	0	the-female-impersonators-transcript	1
appropriate	ADJ	3	the-female-impersonators-transcript	1
apt	ADJ	4	the-female-impersonators-transcript	1
arch	ADJ	8	the-female-impersonators-transcript	2
archaic	ADJ	2	the-female-impersonators-transcript	1
arched	ADJ	3	the-female-impersonators-transcript	2
aris-	ADJ	0	the-female-impersonators-transcript	1
aristocratic	ADJ	1	the-female-impersonators-transcript	2
armed	ADJ	5	the-female-impersonators-transcript	1
arti-	ADJ	0	the-female-impersonators-transcript	1
artificial	ADJ	3	the-female-impersonators-transcript	5
artistic	ADJ	3	the-female-impersonators-transcript	9
ascertainable	ADJ	1	the-female-impersonators-transcript	1
asexual	ADJ	1	the-female-impersonators-transcript	2
ashamed	ADJ	1	the-female-impersonators-transcript	19
asiatic	ADJ	2	the-female-impersonators-transcript	1
asleep	ADJ	5	the-female-impersonators-transcript	1
assassina-	ADJ	0	the-female-impersonators-transcript	1
asso-	ADJ	0	the-female-impersonators-transcript	1
astic	ADJ	0	the-female-impersonators-transcript	1
atavic	ADJ	0	the-female-impersonators-transcript	1
athletic	ADJ	3	the-female-impersonators-transcript	1
attractive	ADJ	3	the-female-impersonators-transcript	3
atypic	ADJ	0	the-female-impersonators-transcript	1
available	ADJ	3	the-female-impersonators-transcript	1
aver-	ADJ	0	the-female-impersonators-transcript	3
average	ADJ	12	the-female-impersonators-transcript	9
averse	ADJ	1	the-female-impersonators-transcript	2
avo-	ADJ	0	the-female-impersonators-transcript	2
avocational	ADJ	1	the-female-impersonators-transcript	3
awake	ADJ	3	the-female-impersonators-transcript	1
aware	ADJ	2	the-female-impersonators-transcript	3
awful	ADJ	7	the-female-impersonators-transcript	10
awkward	ADJ	6	the-female-impersonators-transcript	2
azure	ADJ	3	the-female-impersonators-transcript	1
back	ADJ	28	the-female-impersonators-transcript	3
backslidden	ADJ	1	the-female-impersonators-transcript	1
backward	ADJ	7	the-female-impersonators-transcript	1
bad	ADJ	17	the-female-impersonators-transcript	59
bald	ADJ	4	the-female-impersonators-transcript	4
balmy	ADJ	2	the-female-impersonators-transcript	2
barbarian	ADJ	3	the-female-impersonators-transcript	1
barbarous	ADJ	2	the-female-impersonators-transcript	2
bare	ADJ	13	the-female-impersonators-transcript	4
barren	ADJ	4	the-female-impersonators-transcript	1
bashful	ADJ	2	the-female-impersonators-transcript	3
bastard	ADJ	4	the-female-impersonators-transcript	1
bated	ADJ	9	the-female-impersonators-transcript	2
bear-	ADJ	0	the-female-impersonators-transcript	1
beard-	ADJ	0	the-female-impersonators-transcript	1
beardal	ADJ	0	the-female-impersonators-transcript	5
bearded	ADJ	3	the-female-impersonators-transcript	2
beardless	ADJ	2	the-female-impersonators-transcript	8
beastly	ADJ	3	the-female-impersonators-transcript	1
beatific	ADJ	2	the-female-impersonators-transcript	1
beauteous	ADJ	1	the-female-impersonators-transcript	2
beautiful	ADJ	2	the-female-impersonators-transcript	5
bejewelled	ADJ	1	the-female-impersonators-transcript	1
beloved	ADJ	2	the-female-impersonators-transcript	3
benefi-	ADJ	0	the-female-impersonators-transcript	1
beneficent	ADJ	2	the-female-impersonators-transcript	2
benighted	ADJ	5	the-female-impersonators-transcript	2
benign	ADJ	3	the-female-impersonators-transcript	1
bent	ADJ	13	the-female-impersonators-transcript	2
bepad-	ADJ	0	the-female-impersonators-transcript	1
bepowdered	ADJ	0	the-female-impersonators-transcript	1
bery	ADJ	0	the-female-impersonators-transcript	1
bestial	ADJ	1	the-female-impersonators-transcript	2
bewaxed	ADJ	0	the-female-impersonators-transcript	1
bewigged	ADJ	0	the-female-impersonators-transcript	1
bewitch-	ADJ	0	the-female-impersonators-transcript	1
bewitching	ADJ	4	the-female-impersonators-transcript	2
biased	ADJ	3	the-female-impersonators-transcript	1
biassed	ADJ	2	the-female-impersonators-transcript	1
biblical	ADJ	2	the-female-impersonators-transcript	6
big	ADJ	17	the-female-impersonators-transcript	12
bigoted	ADJ	1	the-female-impersonators-transcript	5
biological	ADJ	2	the-female-impersonators-transcript	3
bisexual	ADJ	3	the-female-impersonators-transcript	12
bitter	ADJ	12	the-female-impersonators-transcript	12
bizarre	ADJ	1	the-female-impersonators-transcript	1
black	ADJ	22	the-female-impersonators-transcript	9
blameworthy	ADJ	1	the-female-impersonators-transcript	1
bland	ADJ	3	the-female-impersonators-transcript	2
blatant	ADJ	2	the-female-impersonators-transcript	1
blemished	ADJ	5	the-female-impersonators-transcript	1
blind	ADJ	10	the-female-impersonators-transcript	6
blissful	ADJ	1	the-female-impersonators-transcript	5
blonde	ADJ	3	the-female-impersonators-transcript	3
blooded	ADJ	2	the-female-impersonators-transcript	3
bloodstained	ADJ	1	the-female-impersonators-transcript	1
blue	ADJ	16	the-female-impersonators-transcript	8
boastful	ADJ	1	the-female-impersonators-transcript	2
bobtailed	ADJ	1	the-female-impersonators-transcript	2
bodied	ADJ	3	the-female-impersonators-transcript	1
boisterous	ADJ	3	the-female-impersonators-transcript	1
bold	ADJ	4	the-female-impersonators-transcript	3
book-	ADJ	0	the-female-impersonators-transcript	1
boring	ADJ	5	the-female-impersonators-transcript	2
bottom	ADJ	12	the-female-impersonators-transcript	1
bracketed	ADJ	3	the-female-impersonators-transcript	1
brained	ADJ	2	the-female-impersonators-transcript	3
brainy	ADJ	1	the-female-impersonators-transcript	2
brave	ADJ	6	the-female-impersonators-transcript	3
bridal	ADJ	3	the-female-impersonators-transcript	1
brief	ADJ	6	the-female-impersonators-transcript	7
bright	ADJ	11	the-female-impersonators-transcript	14
bright-	ADJ	0	the-female-impersonators-transcript	1
brilliant	ADJ	6	the-female-impersonators-transcript	6
british	ADJ	2	the-female-impersonators-transcript	2
broad	ADJ	9	the-female-impersonators-transcript	4
broadminded	ADJ	0	the-female-impersonators-transcript	1
broken	ADJ	72	the-female-impersonators-transcript	1
brown	ADJ	8	the-female-impersonators-transcript	1
brunette	ADJ	2	the-female-impersonators-transcript	1
brutal	ADJ	4	the-female-impersonators-transcript	1
brute	ADJ	3	the-female-impersonators-transcript	2
buccal	ADJ	3	the-female-impersonators-transcript	1
burly	ADJ	1	the-female-impersonators-transcript	1
busy	ADJ	6	the-female-impersonators-transcript	3
capable	ADJ	5	the-female-impersonators-transcript	4
careful	ADJ	5	the-female-impersonators-transcript	6
carnal	ADJ	2	the-female-impersonators-transcript	1
cational	ADJ	0	the-female-impersonators-transcript	1
caucasian	ADJ	4	the-female-impersonators-transcript	1
cautious	ADJ	3	the-female-impersonators-transcript	1
central	ADJ	3	the-female-impersonators-transcript	1
centur-	ADJ	0	the-female-impersonators-transcript	2
ceptional	ADJ	0	the-female-impersonators-transcript	1
cerebral	ADJ	2	the-female-impersonators-transcript	2
certain	ADJ	7	the-female-impersonators-transcript	4
cessive	ADJ	0	the-female-impersonators-transcript	1
cham-	ADJ	0	the-female-impersonators-transcript	1
charac-	ADJ	0	the-female-impersonators-transcript	3
characteristic	ADJ	5	the-female-impersonators-transcript	2
charming	ADJ	6	the-female-impersonators-transcript	2
chaste	ADJ	3	the-female-impersonators-transcript	1
cheap	ADJ	4	the-female-impersonators-transcript	1
cherished	ADJ	2	the-female-impersonators-transcript	1
chic	ADJ	2	the-female-impersonators-transcript	1
chicken-	ADJ	0	the-female-impersonators-transcript	1
chief	ADJ	4	the-female-impersonators-transcript	10
chief-	ADJ	0	the-female-impersonators-transcript	1
child-	ADJ	0	the-female-impersonators-transcript	3
childish	ADJ	1	the-female-impersonators-transcript	1
childlike	ADJ	2	the-female-impersonators-transcript	8
chilled	ADJ	3	the-female-impersonators-transcript	1
chinned	ADJ	1	the-female-impersonators-transcript	1
christian	ADJ	3	the-female-impersonators-transcript	13
chronic	ADJ	3	the-female-impersonators-transcript	8
church	ADJ	5	the-female-impersonators-transcript	1
church-	ADJ	0	the-female-impersonators-transcript	1
circum-	ADJ	0	the-female-impersonators-transcript	2
civil	ADJ	6	the-female-impersonators-transcript	2
civilian	ADJ	2	the-female-impersonators-transcript	1
civiliza-	ADJ	0	the-female-impersonators-transcript	1
civilized	ADJ	4	the-female-impersonators-transcript	9
clad	ADJ	5	the-female-impersonators-transcript	2
classic	ADJ	5	the-female-impersonators-transcript	4
classy	ADJ	1	the-female-impersonators-transcript	1
clean	ADJ	31	the-female-impersonators-transcript	12
cleancut	ADJ	0	the-female-impersonators-transcript	1
clear	ADJ	45	the-female-impersonators-transcript	2
clerical	ADJ	3	the-female-impersonators-transcript	1
close	ADJ	37	the-female-impersonators-transcript	21
cold	ADJ	16	the-female-impersonators-transcript	10
coldblooded	ADJ	0	the-female-impersonators-transcript	1
colloquial	ADJ	1	the-female-impersonators-transcript	1
colonial	ADJ	4	the-female-impersonators-transcript	1
colored	ADJ	11	the-female-impersonators-transcript	1
comfortable	ADJ	5	the-female-impersonators-transcript	1
comic	ADJ	3	the-female-impersonators-transcript	1
common	ADJ	10	the-female-impersonators-transcript	42
commonplace	ADJ	4	the-female-impersonators-transcript	1
companionless	ADJ	0	the-female-impersonators-transcript	1
comparable	ADJ	2	the-female-impersonators-transcript	1
comparatively	ADJ	1	the-female-impersonators-transcript	1
compassionate	ADJ	2	the-female-impersonators-transcript	1
compensat-	ADJ	0	the-female-impersonators-transcript	1
complete	ADJ	10	the-female-impersonators-transcript	12
complicated	ADJ	3	the-female-impersonators-transcript	1
concerned	ADJ	5	the-female-impersonators-transcript	1
conclusive	ADJ	1	the-female-impersonators-transcript	1
conducive	ADJ	1	the-female-impersonators-transcript	1
confident	ADJ	3	the-female-impersonators-transcript	2
confidential	ADJ	4	the-female-impersonators-transcript	3
congenital	ADJ	1	the-female-impersonators-transcript	14
consanguineous	ADJ	1	the-female-impersonators-transcript	1
conscientious	ADJ	2	the-female-impersonators-transcript	4
conscious	ADJ	3	the-female-impersonators-transcript	4
consequent	ADJ	1	the-female-impersonators-transcript	2
considerable	ADJ	1	the-female-impersonators-transcript	2
considerate	ADJ	1	the-female-impersonators-transcript	1
conspicuous	ADJ	2	the-female-impersonators-transcript	1
consumma-	ADJ	0	the-female-impersonators-transcript	1
contaminated	ADJ	4	the-female-impersonators-transcript	1
contem-	ADJ	0	the-female-impersonators-transcript	1
contemporary	ADJ	4	the-female-impersonators-transcript	1
contemptible	ADJ	1	the-female-impersonators-transcript	1
content	ADJ	10	the-female-impersonators-transcript	1
contented	ADJ	3	the-female-impersonators-transcript	1
continental	ADJ	4	the-female-impersonators-transcript	3
continuous	ADJ	2	the-female-impersonators-transcript	5
contradictory	ADJ	5	the-female-impersonators-transcript	1
contrary	ADJ	7	the-female-impersonators-transcript	1
controllable	ADJ	1	the-female-impersonators-transcript	1
conver-	ADJ	0	the-female-impersonators-transcript	1
convinced	ADJ	3	the-female-impersonators-transcript	1
coquettish	ADJ	1	the-female-impersonators-transcript	1
corporeali-	ADJ	0	the-female-impersonators-transcript	1
correct	ADJ	12	the-female-impersonators-transcript	3
correlative	ADJ	3	the-female-impersonators-transcript	1
corrupt	ADJ	8	the-female-impersonators-transcript	1
corrupting	ADJ	7	the-female-impersonators-transcript	1
costumed	ADJ	3	the-female-impersonators-transcript	1
cosy	ADJ	2	the-female-impersonators-transcript	1
counte-	ADJ	0	the-female-impersonators-transcript	1
covered	ADJ	27	the-female-impersonators-transcript	1
coveted	ADJ	2	the-female-impersonators-transcript	3
crafty	ADJ	1	the-female-impersonators-transcript	2
crazy	ADJ	6	the-female-impersonators-transcript	9
crime-	ADJ	0	the-female-impersonators-transcript	1
criminal	ADJ	4	the-female-impersonators-transcript	5
crippled	ADJ	3	the-female-impersonators-transcript	2
crippling	ADJ	3	the-female-impersonators-transcript	2
cross	ADJ	16	the-female-impersonators-transcript	5
crowded	ADJ	5	the-female-impersonators-transcript	3
crude	ADJ	7	the-female-impersonators-transcript	1
cruel	ADJ	1	the-female-impersonators-transcript	3
culinary	ADJ	1	the-female-impersonators-transcript	1
culine	ADJ	0	the-female-impersonators-transcript	1
culpable	ADJ	1	the-female-impersonators-transcript	1
cultural	ADJ	4	the-female-impersonators-transcript	2
cultured	ADJ	2	the-female-impersonators-transcript	39
curative	ADJ	2	the-female-impersonators-transcript	2
curious	ADJ	3	the-female-impersonators-transcript	4
curly	ADJ	1	the-female-impersonators-transcript	2
customary	ADJ	2	the-female-impersonators-transcript	2
cute	ADJ	2	the-female-impersonators-transcript	3
cynical	ADJ	1	the-female-impersonators-transcript	1
daft	ADJ	1	the-female-impersonators-transcript	1
daily	ADJ	5	the-female-impersonators-transcript	2
dainty	ADJ	5	the-female-impersonators-transcript	1
danc-	ADJ	0	the-female-impersonators-transcript	1
dangerous	ADJ	2	the-female-impersonators-transcript	1
dare	ADJ	4	the-female-impersonators-transcript	1
daring	ADJ	7	the-female-impersonators-transcript	1
dark	ADJ	16	the-female-impersonators-transcript	10
dead	ADJ	21	the-female-impersonators-transcript	14
deaf	ADJ	4	the-female-impersonators-transcript	1
dear	ADJ	8	the-female-impersonators-transcript	4
death-	ADJ	0	the-female-impersonators-transcript	1
decadent	ADJ	2	the-female-impersonators-transcript	1
deceased	ADJ	3	the-female-impersonators-transcript	1
deceitful	ADJ	2	the-female-impersonators-transcript	1
decent	ADJ	7	the-female-impersonators-transcript	4
decora-	ADJ	0	the-female-impersonators-transcript	1
decorous	ADJ	2	the-female-impersonators-transcript	1
ded	ADJ	1	the-female-impersonators-transcript	2
deep	ADJ	21	the-female-impersonators-transcript	19
deepdyed	ADJ	0	the-female-impersonators-transcript	5
deepseated	ADJ	0	the-female-impersonators-transcript	1
defective	ADJ	3	the-female-impersonators-transcript	1
definite	ADJ	2	the-female-impersonators-transcript	1
deformed	ADJ	7	the-female-impersonators-transcript	2
degenerate	ADJ	3	the-female-impersonators-transcript	3
degenerative	ADJ	1	the-female-impersonators-transcript	1
delectable	ADJ	2	the-female-impersonators-transcript	1
deli-	ADJ	0	the-female-impersonators-transcript	1
delicate	ADJ	7	the-female-impersonators-transcript	4
delighted	ADJ	5	the-female-impersonators-transcript	1
delightful	ADJ	1	the-female-impersonators-transcript	1
deluded	ADJ	1	the-female-impersonators-transcript	3
democratic	ADJ	3	the-female-impersonators-transcript	1
dense	ADJ	4	the-female-impersonators-transcript	2
depilatory	ADJ	3	the-female-impersonators-transcript	1
depraved	ADJ	2	the-female-impersonators-transcript	10
depressed	ADJ	8	the-female-impersonators-transcript	1
derelict	ADJ	6	the-female-impersonators-transcript	1
derous	ADJ	0	the-female-impersonators-transcript	1
derstood	ADJ	0	the-female-impersonators-transcript	1
descriptive	ADJ	2	the-female-impersonators-transcript	1
desirable	ADJ	2	the-female-impersonators-transcript	4
desolate	ADJ	5	the-female-impersonators-transcript	4
desperate	ADJ	7	the-female-impersonators-transcript	1
despicable	ADJ	1	the-female-impersonators-transcript	1
despondent	ADJ	1	the-female-impersonators-transcript	1
detailed	ADJ	3	the-female-impersonators-transcript	2
determined	ADJ	13	the-female-impersonators-transcript	1
detractive	ADJ	1	the-female-impersonators-transcript	1
devilish	ADJ	3	the-female-impersonators-transcript	1
devoid	ADJ	1	the-female-impersonators-transcript	3
devoted	ADJ	5	the-female-impersonators-transcript	3
different	ADJ	5	the-female-impersonators-transcript	10
difficult	ADJ	2	the-female-impersonators-transcript	1
dilapidated	ADJ	3	the-female-impersonators-transcript	1
diminutive	ADJ	2	the-female-impersonators-transcript	1
dingy	ADJ	3	the-female-impersonators-transcript	2
direct	ADJ	24	the-female-impersonators-transcript	2
dirty	ADJ	13	the-female-impersonators-transcript	2
disappointing	ADJ	2	the-female-impersonators-transcript	1
diseased	ADJ	1	the-female-impersonators-transcript	1
disgraceful	ADJ	2	the-female-impersonators-transcript	3
disgusted	ADJ	3	the-female-impersonators-transcript	1
disgustin	ADJ	0	the-female-impersonators-transcript	3
disgusting	ADJ	3	the-female-impersonators-transcript	5
dishonest	ADJ	2	the-female-impersonators-transcript	1
dishonorable	ADJ	2	the-female-impersonators-transcript	1
disinclined	ADJ	2	the-female-impersonators-transcript	1
distant	ADJ	5	the-female-impersonators-transcript	5
distinc-	ADJ	0	the-female-impersonators-transcript	1
distinct	ADJ	5	the-female-impersonators-transcript	1
distinctive	ADJ	2	the-female-impersonators-transcript	4
diver-	ADJ	0	the-female-impersonators-transcript	1
dividual	ADJ	0	the-female-impersonators-transcript	1
divine	ADJ	10	the-female-impersonators-transcript	7
divinest	ADJ	6	the-female-impersonators-transcript	1
dizzy	ADJ	3	the-female-impersonators-transcript	1
domestic	ADJ	6	the-female-impersonators-transcript	1
door-	ADJ	0	the-female-impersonators-transcript	1
double	ADJ	21	the-female-impersonators-transcript	13
doubtful	ADJ	3	the-female-impersonators-transcript	4
dreadful	ADJ	3	the-female-impersonators-transcript	1
dreamy	ADJ	2	the-female-impersonators-transcript	1
dreary	ADJ	2	the-female-impersonators-transcript	1
dress	ADJ	21	the-female-impersonators-transcript	1
dress-	ADJ	0	the-female-impersonators-transcript	1
dressed	ADJ	20	the-female-impersonators-transcript	2
dressing-	ADJ	0	the-female-impersonators-transcript	1
drunken	ADJ	1	the-female-impersonators-transcript	2
dry	ADJ	19	the-female-impersonators-transcript	3
dual	ADJ	3	the-female-impersonators-transcript	5
due	ADJ	7	the-female-impersonators-transcript	13
dull	ADJ	19	the-female-impersonators-transcript	1
dumb	ADJ	4	the-female-impersonators-transcript	3
dumbfounded	ADJ	2	the-female-impersonators-transcript	1
dwarfed	ADJ	2	the-female-impersonators-transcript	1
early	ADJ	9	the-female-impersonators-transcript	35
earthly	ADJ	1	the-female-impersonators-transcript	5
east	ADJ	7	the-female-impersonators-transcript	1
easy	ADJ	15	the-female-impersonators-transcript	8
ebony	ADJ	4	the-female-impersonators-transcript	1
eccen-	ADJ	0	the-female-impersonators-transcript	1
eccentric	ADJ	4	the-female-impersonators-transcript	1
economic	ADJ	5	the-female-impersonators-transcript	1
ectual	ADJ	0	the-female-impersonators-transcript	1
edu-	ADJ	0	the-female-impersonators-transcript	1
educational	ADJ	2	the-female-impersonators-transcript	2
effemina-	ADJ	0	the-female-impersonators-transcript	1
effeminate	ADJ	1	the-female-impersonators-transcript	11
eight-	ADJ	0	the-female-impersonators-transcript	1
eighth	ADJ	3	the-female-impersonators-transcript	2
eign	ADJ	0	the-female-impersonators-transcript	1
elaborate	ADJ	6	the-female-impersonators-transcript	2
elderly	ADJ	2	the-female-impersonators-transcript	3
electrical	ADJ	2	the-female-impersonators-transcript	2
elevated	ADJ	7	the-female-impersonators-transcript	3
eleventh	ADJ	2	the-female-impersonators-transcript	1
else	ADJ	0	the-female-impersonators-transcript	3
embarrassing	ADJ	4	the-female-impersonators-transcript	1
embed-	ADJ	0	the-female-impersonators-transcript	1
eminent	ADJ	2	the-female-impersonators-transcript	7
emotional	ADJ	4	the-female-impersonators-transcript	2
empty	ADJ	10	the-female-impersonators-transcript	1
enchanting	ADJ	4	the-female-impersonators-transcript	2
endless	ADJ	4	the-female-impersonators-transcript	1
endow-	ADJ	0	the-female-impersonators-transcript	1
endowed	ADJ	3	the-female-impersonators-transcript	1
english	ADJ	6	the-female-impersonators-transcript	3
enlightened	ADJ	6	the-female-impersonators-transcript	3
enlisted	ADJ	3	the-female-impersonators-transcript	1
ennial	ADJ	0	the-female-impersonators-transcript	1
enormous	ADJ	1	the-female-impersonators-transcript	2
enough	ADJ	3	the-female-impersonators-transcript	7
enthusiastic	ADJ	1	the-female-impersonators-transcript	1
entire	ADJ	5	the-female-impersonators-transcript	14
entrancing	ADJ	3	the-female-impersonators-transcript	1
epileptic	ADJ	2	the-female-impersonators-transcript	1
equal	ADJ	6	the-female-impersonators-transcript	2
erable	ADJ	0	the-female-impersonators-transcript	1
eral	ADJ	0	the-female-impersonators-transcript	4
erary	ADJ	0	the-female-impersonators-transcript	1
erotic	ADJ	2	the-female-impersonators-transcript	7
ery	ADJ	0	the-female-impersonators-transcript	1
esque	ADJ	0	the-female-impersonators-transcript	1
estranged	ADJ	3	the-female-impersonators-transcript	1
eternal	ADJ	2	the-female-impersonators-transcript	6
ethical	ADJ	3	the-female-impersonators-transcript	6
etymological	ADJ	1	the-female-impersonators-transcript	1
european	ADJ	2	the-female-impersonators-transcript	3
even-	ADJ	0	the-female-impersonators-transcript	1
eventful	ADJ	2	the-female-impersonators-transcript	1
every-	ADJ	0	the-female-impersonators-transcript	1
evident	ADJ	2	the-female-impersonators-transcript	4
evil	ADJ	6	the-female-impersonators-transcript	2
exact	ADJ	4	the-female-impersonators-transcript	2
exaggerated	ADJ	4	the-female-impersonators-transcript	1
exalted	ADJ	5	the-female-impersonators-transcript	1
exasperated	ADJ	4	the-female-impersonators-transcript	1
excellent	ADJ	1	the-female-impersonators-transcript	2
exceptional	ADJ	3	the-female-impersonators-transcript	4
excess	ADJ	5	the-female-impersonators-transcript	1
excessive	ADJ	2	the-female-impersonators-transcript	4
exciting	ADJ	10	the-female-impersonators-transcript	1
exclu-	ADJ	0	the-female-impersonators-transcript	1
exclusive	ADJ	4	the-female-impersonators-transcript	3
excruciating	ADJ	3	the-female-impersonators-transcript	2
exhaustive	ADJ	1	the-female-impersonators-transcript	1
existent	ADJ	3	the-female-impersonators-transcript	1
experienced	ADJ	6	the-female-impersonators-transcript	1
explicable	ADJ	1	the-female-impersonators-transcript	1
expres-	ADJ	0	the-female-impersonators-transcript	1
exquisite	ADJ	4	the-female-impersonators-transcript	6
extant	ADJ	1	the-female-impersonators-transcript	3
extemporaneous	ADJ	1	the-female-impersonators-transcript	1
extended	ADJ	22	the-female-impersonators-transcript	2
extensive	ADJ	3	the-female-impersonators-transcript	5
external	ADJ	5	the-female-impersonators-transcript	3
extra	ADJ	7	the-female-impersonators-transcript	1
extraordinary	ADJ	3	the-female-impersonators-transcript	5
extrava-	ADJ	0	the-female-impersonators-transcript	1
extravagant	ADJ	2	the-female-impersonators-transcript	1
extreme	ADJ	6	the-female-impersonators-transcript	38
exuberant	ADJ	3	the-female-impersonators-transcript	1
eyed	ADJ	2	the-female-impersonators-transcript	1
eyeful	ADJ	2	the-female-impersonators-transcript	1
eyesore	ADJ	1	the-female-impersonators-transcript	1
faced	ADJ	10	the-female-impersonators-transcript	2
facial	ADJ	4	the-female-impersonators-transcript	2
factor-	ADJ	0	the-female-impersonators-transcript	1
faded	ADJ	6	the-female-impersonators-transcript	1
fair	ADJ	17	the-female-impersonators-transcript	7
faithful	ADJ	5	the-female-impersonators-transcript	1
faithless	ADJ	1	the-female-impersonators-transcript	1
fallen	ADJ	36	the-female-impersonators-transcript	2
fallible	ADJ	2	the-female-impersonators-transcript	1
false	ADJ	11	the-female-impersonators-transcript	12
falsetto	ADJ	2	the-female-impersonators-transcript	2
familiar	ADJ	7	the-female-impersonators-transcript	2
famous	ADJ	1	the-female-impersonators-transcript	1
fancy	ADJ	6	the-female-impersonators-transcript	7
farth	ADJ	0	the-female-impersonators-transcript	1
fascinated	ADJ	4	the-female-impersonators-transcript	1
fascinating	ADJ	5	the-female-impersonators-transcript	1
fashionable	ADJ	3	the-female-impersonators-transcript	3
fast	ADJ	15	the-female-impersonators-transcript	3
fat	ADJ	9	the-female-impersonators-transcript	1
fatal	ADJ	4	the-female-impersonators-transcript	2
father-	ADJ	0	the-female-impersonators-transcript	1
fatigued	ADJ	3	the-female-impersonators-transcript	1
faut-	ADJ	0	the-female-impersonators-transcript	1
favorable	ADJ	5	the-female-impersonators-transcript	2
favorite	ADJ	5	the-female-impersonators-transcript	11
fearsome	ADJ	1	the-female-impersonators-transcript	1
feeble	ADJ	4	the-female-impersonators-transcript	4
fellow	ADJ	7	the-female-impersonators-transcript	6
female	ADJ	5	the-female-impersonators-transcript	62
female-	ADJ	0	the-female-impersonators-transcript	7
femin-	ADJ	0	the-female-impersonators-transcript	1
feminesque	ADJ	0	the-female-impersonators-transcript	3
feminine	ADJ	5	the-female-impersonators-transcript	84
fervent	ADJ	2	the-female-impersonators-transcript	1
fessional	ADJ	0	the-female-impersonators-transcript	1
few	ADJ	2	the-female-impersonators-transcript	58
ficial	ADJ	0	the-female-impersonators-transcript	1
fictitious	ADJ	2	the-female-impersonators-transcript	1
fied	ADJ	0	the-female-impersonators-transcript	1
fierce	ADJ	4	the-female-impersonators-transcript	2
fifth	ADJ	5	the-female-impersonators-transcript	3
figurative	ADJ	2	the-female-impersonators-transcript	1
final	ADJ	5	the-female-impersonators-transcript	3
finan-	ADJ	0	the-female-impersonators-transcript	1
financial	ADJ	1	the-female-impersonators-transcript	2
fine	ADJ	10	the-female-impersonators-transcript	10
finger-	ADJ	0	the-female-impersonators-transcript	1
firm	ADJ	14	the-female-impersonators-transcript	1
first	ADJ	16	the-female-impersonators-transcript	88
fit	ADJ	16	the-female-impersonators-transcript	2
flashy	ADJ	2	the-female-impersonators-transcript	1
flat	ADJ	24	the-female-impersonators-transcript	5
flawless	ADJ	1	the-female-impersonators-transcript	1
fledged	ADJ	5	the-female-impersonators-transcript	55
fleshly	ADJ	1	the-female-impersonators-transcript	2
floral	ADJ	3	the-female-impersonators-transcript	1
follow-	ADJ	0	the-female-impersonators-transcript	1
following	ADJ	30	the-female-impersonators-transcript	3
fond	ADJ	4	the-female-impersonators-transcript	6
footed	ADJ	4	the-female-impersonators-transcript	1
forcible	ADJ	1	the-female-impersonators-transcript	2
foreign	ADJ	4	the-female-impersonators-transcript	7
foremost	ADJ	5	the-female-impersonators-transcript	8
foreor-	ADJ	0	the-female-impersonators-transcript	1
former	ADJ	5	the-female-impersonators-transcript	11
fortieth	ADJ	2	the-female-impersonators-transcript	1
fortnightly	ADJ	2	the-female-impersonators-transcript	2
fortunate	ADJ	3	the-female-impersonators-transcript	6
forward	ADJ	12	the-female-impersonators-transcript	1
foul	ADJ	16	the-female-impersonators-transcript	3
four-	ADJ	0	the-female-impersonators-transcript	1
fourteenth	ADJ	2	the-female-impersonators-transcript	2
fourth	ADJ	5	the-female-impersonators-transcript	8
foxy	ADJ	1	the-female-impersonators-transcript	1
