word	nodeType	unit
petite	ADJ	the-female-impersonators-transcript
middle	ADJ	the-female-impersonators-transcript
female	ADJ	the-female-impersonators-transcript
quasi	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
instinctive	ADJ	the-female-impersonators-transcript
different	ADJ	the-female-impersonators-transcript
same	ADJ	the-female-impersonators-transcript
phenome-	ADJ	the-female-impersonators-transcript
prevalent	ADJ	the-female-impersonators-transcript
religious	ADJ	the-female-impersonators-transcript
past	ADJ	the-female-impersonators-transcript
centur-	ADJ	the-female-impersonators-transcript
gradual	ADJ	the-female-impersonators-transcript
human	ADJ	the-female-impersonators-transcript
push-	ADJ	the-female-impersonators-transcript
twentieth	ADJ	the-female-impersonators-transcript
illogical	ADJ	the-female-impersonators-transcript
bad	ADJ	the-female-impersonators-transcript
virile	ADJ	the-female-impersonators-transcript
fellow	ADJ	the-female-impersonators-transcript
latter	ADJ	the-female-impersonators-transcript
ultra	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
virile	ADJ	the-female-impersonators-transcript
virile	ADJ	the-female-impersonators-transcript
unclean	ADJ	the-female-impersonators-transcript
unclean	ADJ	the-female-impersonators-transcript
virile	ADJ	the-female-impersonators-transcript
outstanding	ADJ	the-female-impersonators-transcript
virile	ADJ	the-female-impersonators-transcript
phariseeism	ADJ	the-female-impersonators-transcript
only	ADJ	the-female-impersonators-transcript
moral	ADJ	the-female-impersonators-transcript
other	ADJ	the-female-impersonators-transcript
vile	ADJ	the-female-impersonators-transcript
right	ADJ	the-female-impersonators-transcript
enormous	ADJ	the-female-impersonators-transcript
front	ADJ	the-female-impersonators-transcript
french	ADJ	the-female-impersonators-transcript
average	ADJ	the-female-impersonators-transcript
virile	ADJ	the-female-impersonators-transcript
superior	ADJ	the-female-impersonators-transcript
right	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
aesthetic	ADJ	the-female-impersonators-transcript
general	ADJ	the-female-impersonators-transcript
free	ADJ	the-female-impersonators-transcript
responsi-	ADJ	the-female-impersonators-transcript
due	ADJ	the-female-impersonators-transcript
human	ADJ	the-female-impersonators-transcript
female	ADJ	the-female-impersonators-transcript
less	ADJ	the-female-impersonators-transcript
secondary	ADJ	the-female-impersonators-transcript
sexual	ADJ	the-female-impersonators-transcript
most	ADJ	the-female-impersonators-transcript
several	ADJ	the-female-impersonators-transcript
such	ADJ	the-female-impersonators-transcript
numerous	ADJ	the-female-impersonators-transcript
secondary	ADJ	the-female-impersonators-transcript
male	ADJ	the-female-impersonators-transcript
special	ADJ	the-female-impersonators-transcript
agricultural	ADJ	the-female-impersonators-transcript
like	ADJ	the-female-impersonators-transcript
subtle	ADJ	the-female-impersonators-transcript
appropriate	ADJ	the-female-impersonators-transcript
male	ADJ	the-female-impersonators-transcript
excellent	ADJ	the-female-impersonators-transcript
dumbfounded	ADJ	the-female-impersonators-transcript
pre	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
eminent	ADJ	the-female-impersonators-transcript
feminine	ADJ	the-female-impersonators-transcript
physical	ADJ	the-female-impersonators-transcript
figurative	ADJ	the-female-impersonators-transcript
human	ADJ	the-female-impersonators-transcript
fine	ADJ	the-female-impersonators-transcript
artistic	ADJ	the-female-impersonators-transcript
poetic	ADJ	the-female-impersonators-transcript
high	ADJ	the-female-impersonators-transcript
sharp	ADJ	the-female-impersonators-transcript
mas-	ADJ	the-female-impersonators-transcript
artistic	ADJ	the-female-impersonators-transcript
poetic	ADJ	the-female-impersonators-transcript
spicuous	ADJ	the-female-impersonators-transcript
semi	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
slumbering	ADJ	the-female-impersonators-transcript
fundamental	ADJ	the-female-impersonators-transcript
masculine	ADJ	the-female-impersonators-transcript
instinctive	ADJ	the-female-impersonators-transcript
sterner	ADJ	the-female-impersonators-transcript
primal	ADJ	the-female-impersonators-transcript
effeminate	ADJ	the-female-impersonators-transcript
abstract	ADJ	the-female-impersonators-transcript
high	ADJ	the-female-impersonators-transcript
superior	ADJ	the-female-impersonators-transcript
more	ADJ	the-female-impersonators-transcript
less	ADJ	the-female-impersonators-transcript
prone	ADJ	the-female-impersonators-transcript
full	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
fine	ADJ	the-female-impersonators-transcript
human	ADJ	the-female-impersonators-transcript
eternal	ADJ	the-female-impersonators-transcript
semi	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
womansouled	ADJ	the-female-impersonators-transcript
quasi	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
woman-	ADJ	the-female-impersonators-transcript
bodied	ADJ	the-female-impersonators-transcript
large	ADJ	the-female-impersonators-transcript
pre	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
puberty	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
male	ADJ	the-female-impersonators-transcript
ignorant	ADJ	the-female-impersonators-transcript
close	ADJ	the-female-impersonators-transcript
old	ADJ	the-female-impersonators-transcript
mere	ADJ	the-female-impersonators-transcript
adolescent	ADJ	the-female-impersonators-transcript
other	ADJ	the-female-impersonators-transcript
same	ADJ	the-female-impersonators-transcript
asiatic	ADJ	the-female-impersonators-transcript
most	ADJ	the-female-impersonators-transcript
civilized	ADJ	the-female-impersonators-transcript
ancient	ADJ	the-female-impersonators-transcript
modern	ADJ	the-female-impersonators-transcript
etymological	ADJ	the-female-impersonators-transcript
primitive	ADJ	the-female-impersonators-transcript
central	ADJ	the-female-impersonators-transcript
sacred	ADJ	the-female-impersonators-transcript
full-	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
human	ADJ	the-female-impersonators-transcript
separate	ADJ	the-female-impersonators-transcript
full	ADJ	the-female-impersonators-transcript
feminine	ADJ	the-female-impersonators-transcript
culine	ADJ	the-female-impersonators-transcript
feminine	ADJ	the-female-impersonators-transcript
poetic	ADJ	the-female-impersonators-transcript
very	ADJ	the-female-impersonators-transcript
such	ADJ	the-female-impersonators-transcript
roman	ADJ	the-female-impersonators-transcript
well	ADJ	the-female-impersonators-transcript
super	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
human	ADJ	the-female-impersonators-transcript
human	ADJ	the-female-impersonators-transcript
extraordinary	ADJ	the-female-impersonators-transcript
heavenly	ADJ	the-female-impersonators-transcript
feminesque	ADJ	the-female-impersonators-transcript
male	ADJ	the-female-impersonators-transcript
father-	ADJ	the-female-impersonators-transcript
classic	ADJ	the-female-impersonators-transcript
intimate	ADJ	the-female-impersonators-transcript
modern	ADJ	the-female-impersonators-transcript
vocable	ADJ	the-female-impersonators-transcript
greek	ADJ	the-female-impersonators-transcript
general	ADJ	the-female-impersonators-transcript
twentieth	ADJ	the-female-impersonators-transcript
greek	ADJ	the-female-impersonators-transcript
latin	ADJ	the-female-impersonators-transcript
unexpurgated	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
homosexual	ADJ	the-female-impersonators-transcript
only	ADJ	the-female-impersonators-transcript
early	ADJ	the-female-impersonators-transcript
historic	ADJ	the-female-impersonators-transcript
centur-	ADJ	the-female-impersonators-transcript
common	ADJ	the-female-impersonators-transcript
male	ADJ	the-female-impersonators-transcript
extreme	ADJ	the-female-impersonators-transcript
youthful	ADJ	the-female-impersonators-transcript
present	ADJ	the-female-impersonators-transcript
mediaeval	ADJ	the-female-impersonators-transcript
deep	ADJ	the-female-impersonators-transcript
eyed	ADJ	the-female-impersonators-transcript
moral	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
moral	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
nineteenth	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
classic	ADJ	the-female-impersonators-transcript
married	ADJ	the-female-impersonators-transcript
androgynous	ADJ	the-female-impersonators-transcript
psychic	ADJ	the-female-impersonators-transcript
social	ADJ	the-female-impersonators-transcript
sexual	ADJ	the-female-impersonators-transcript
incen-	ADJ	the-female-impersonators-transcript
unknown	ADJ	the-female-impersonators-transcript
extreme	ADJ	the-female-impersonators-transcript
full	ADJ	the-female-impersonators-transcript
identic	ADJ	the-female-impersonators-transcript
prevalent	ADJ	the-female-impersonators-transcript
old	ADJ	the-female-impersonators-transcript
full	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
latter	ADJ	the-female-impersonators-transcript
groundless	ADJ	the-female-impersonators-transcript
several	ADJ	the-female-impersonators-transcript
ado-	ADJ	the-female-impersonators-transcript
more	ADJ	the-female-impersonators-transcript
only	ADJ	the-female-impersonators-transcript
brilliant	ADJ	the-female-impersonators-transcript
extant	ADJ	the-female-impersonators-transcript
pagan	ADJ	the-female-impersonators-transcript
classic	ADJ	the-female-impersonators-transcript
voluminous	ADJ	the-female-impersonators-transcript
literary	ADJ	the-female-impersonators-transcript
more	ADJ	the-female-impersonators-transcript
plausible	ADJ	the-female-impersonators-transcript
falsetto	ADJ	the-female-impersonators-transcript
common	ADJ	the-female-impersonators-transcript
extant	ADJ	the-female-impersonators-transcript
mild	ADJ	the-female-impersonators-transcript
first	ADJ	the-female-impersonators-transcript
prominent	ADJ	the-female-impersonators-transcript
hirsute	ADJ	the-female-impersonators-transcript
decora-	ADJ	the-female-impersonators-transcript
beard-	ADJ	the-female-impersonators-transcript
clean	ADJ	the-female-impersonators-transcript
common	ADJ	the-female-impersonators-transcript
beardless	ADJ	the-female-impersonators-transcript
married	ADJ	the-female-impersonators-transcript
absent	ADJ	the-female-impersonators-transcript
legal	ADJ	the-female-impersonators-transcript
incapable	ADJ	the-female-impersonators-transcript
real	ADJ	the-female-impersonators-transcript
young	ADJ	the-female-impersonators-transcript
inseparable	ADJ	the-female-impersonators-transcript
strange	ADJ	the-female-impersonators-transcript
other	ADJ	the-female-impersonators-transcript
young	ADJ	the-female-impersonators-transcript
contem-	ADJ	the-female-impersonators-transcript
feminine	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
less	ADJ	the-female-impersonators-transcript
possible	ADJ	the-female-impersonators-transcript
extreme	ADJ	the-female-impersonators-transcript
psychic	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
rare	ADJ	the-female-impersonators-transcript
ful	ADJ	the-female-impersonators-transcript
feminine	ADJ	the-female-impersonators-transcript
more	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
female	ADJ	the-female-impersonators-transcript
fellow	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
other	ADJ	the-female-impersonators-transcript
female	ADJ	the-female-impersonators-transcript
professional	ADJ	the-female-impersonators-transcript
common	ADJ	the-female-impersonators-transcript
sold-	ADJ	the-female-impersonators-transcript
young	ADJ	the-female-impersonators-transcript
androgyne	ADJ	the-female-impersonators-transcript
general	ADJ	the-female-impersonators-transcript
medical	ADJ	the-female-impersonators-transcript
jour-	ADJ	the-female-impersonators-transcript
nal	ADJ	the-female-impersonators-transcript
italian	ADJ	the-female-impersonators-transcript
seductive	ADJ	the-female-impersonators-transcript
full	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
dishonorable	ADJ	the-female-impersonators-transcript
american	ADJ	the-female-impersonators-transcript
deepdyed	ADJ	the-female-impersonators-transcript
moral	ADJ	the-female-impersonators-transcript
next	ADJ	the-female-impersonators-transcript
mild	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
mild	ADJ	the-female-impersonators-transcript
social	ADJ	the-female-impersonators-transcript
aristocratic	ADJ	the-female-impersonators-transcript
absent	ADJ	the-female-impersonators-transcript
legal	ADJ	the-female-impersonators-transcript
single	ADJ	the-female-impersonators-transcript
doubtful	ADJ	the-female-impersonators-transcript
psychic	ADJ	the-female-impersonators-transcript
clean	ADJ	the-female-impersonators-transcript
shaven	ADJ	the-female-impersonators-transcript
beardless	ADJ	the-female-impersonators-transcript
customary	ADJ	the-female-impersonators-transcript
fussy	ADJ	the-female-impersonators-transcript
feminine	ADJ	the-female-impersonators-transcript
attractive	ADJ	the-female-impersonators-transcript
instinctive	ADJ	the-female-impersonators-transcript
historic	ADJ	the-female-impersonators-transcript
sensational	ADJ	the-female-impersonators-transcript
homosexual	ADJ	the-female-impersonators-transcript
contemporary	ADJ	the-female-impersonators-transcript
extant	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
successful	ADJ	the-female-impersonators-transcript
safe	ADJ	the-female-impersonators-transcript
extreme	ADJ	the-female-impersonators-transcript
civiliza-	ADJ	the-female-impersonators-transcript
androgynous	ADJ	the-female-impersonators-transcript
many	ADJ	the-female-impersonators-transcript
unpublished	ADJ	the-female-impersonators-transcript
homosexual	ADJ	the-female-impersonators-transcript
such	ADJ	the-female-impersonators-transcript
nephew-	ADJ	the-female-impersonators-transcript
radical	ADJ	the-female-impersonators-transcript
pre	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
eminent	ADJ	the-female-impersonators-transcript
sensual	ADJ	the-female-impersonators-transcript
nude	ADJ	the-female-impersonators-transcript
principal	ADJ	the-female-impersonators-transcript
nude	ADJ	the-female-impersonators-transcript
youthful	ADJ	the-female-impersonators-transcript
middle	ADJ	the-female-impersonators-transcript
square	ADJ	the-female-impersonators-transcript
nude	ADJ	the-female-impersonators-transcript
male	ADJ	the-female-impersonators-transcript
favorite	ADJ	the-female-impersonators-transcript
greek	ADJ	the-female-impersonators-transcript
ultra	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
beardless	ADJ	the-female-impersonators-transcript
natural	ADJ	the-female-impersonators-transcript
roman	ADJ	the-female-impersonators-transcript
aris-	ADJ	the-female-impersonators-transcript
young	ADJ	the-female-impersonators-transcript
common	ADJ	the-female-impersonators-transcript
twentieth	ADJ	the-female-impersonators-transcript
gifted	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
numerous	ADJ	the-female-impersonators-transcript
homosexual	ADJ	the-female-impersonators-transcript
undetermined	ADJ	the-female-impersonators-transcript
homosexual	ADJ	the-female-impersonators-transcript
original	ADJ	the-female-impersonators-transcript
young	ADJ	the-female-impersonators-transcript
ly	ADJ	the-female-impersonators-transcript
virile	ADJ	the-female-impersonators-transcript
estranged	ADJ	the-female-impersonators-transcript
most	ADJ	the-female-impersonators-transcript
married	ADJ	the-female-impersonators-transcript
several	ADJ	the-female-impersonators-transcript
old	ADJ	the-female-impersonators-transcript
middle	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
extravagant	ADJ	the-female-impersonators-transcript
incapable	ADJ	the-female-impersonators-transcript
least	ADJ	the-female-impersonators-transcript
foremost	ADJ	the-female-impersonators-transcript
foremost	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
obscure	ADJ	the-female-impersonators-transcript
numerous	ADJ	the-female-impersonators-transcript
incomparable	ADJ	the-female-impersonators-transcript
new	ADJ	the-female-impersonators-transcript
modern	ADJ	the-female-impersonators-transcript
first	ADJ	the-female-impersonators-transcript
twentieth	ADJ	the-female-impersonators-transcript
incongruous	ADJ	the-female-impersonators-transcript
upper-	ADJ	the-female-impersonators-transcript
present	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
death-	ADJ	the-female-impersonators-transcript
many	ADJ	the-female-impersonators-transcript
first	ADJ	the-female-impersonators-transcript
alive	ADJ	the-female-impersonators-transcript
guilty	ADJ	the-female-impersonators-transcript
such	ADJ	the-female-impersonators-transcript
homosexual	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
large	ADJ	the-female-impersonators-transcript
present	ADJ	the-female-impersonators-transcript
legal	ADJ	the-female-impersonators-transcript
present	ADJ	the-female-impersonators-transcript
actual	ADJ	the-female-impersonators-transcript
obscure	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
ican	ADJ	the-female-impersonators-transcript
mild	ADJ	the-female-impersonators-transcript
many	ADJ	the-female-impersonators-transcript
wealthy	ADJ	the-female-impersonators-transcript
middle	ADJ	the-female-impersonators-transcript
normal	ADJ	the-female-impersonators-transcript
intimate	ADJ	the-female-impersonators-transcript
seven-	ADJ	the-female-impersonators-transcript
normal	ADJ	the-female-impersonators-transcript
biblical	ADJ	the-female-impersonators-transcript
ashamed	ADJ	the-female-impersonators-transcript
foremost	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
golden	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
ancient	ADJ	the-female-impersonators-transcript
great-	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
literary	ADJ	the-female-impersonators-transcript
distinc-	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
sublime	ADJ	the-female-impersonators-transcript
unclean	ADJ	the-female-impersonators-transcript
medical	ADJ	the-female-impersonators-transcript
present	ADJ	the-female-impersonators-transcript
necessary	ADJ	the-female-impersonators-transcript
complete	ADJ	the-female-impersonators-transcript
latter	ADJ	the-female-impersonators-transcript
good	ADJ	the-female-impersonators-transcript
roman	ADJ	the-female-impersonators-transcript
same	ADJ	the-female-impersonators-transcript
barbarous	ADJ	the-female-impersonators-transcript
christian	ADJ	the-female-impersonators-transcript
horrible	ADJ	the-female-impersonators-transcript
portentous	ADJ	the-female-impersonators-transcript
conducive	ADJ	the-female-impersonators-transcript
beneficent	ADJ	the-female-impersonators-transcript
ignorant	ADJ	the-female-impersonators-transcript
final	ADJ	the-female-impersonators-transcript
twentieth	ADJ	the-female-impersonators-transcript
same	ADJ	the-female-impersonators-transcript
mono-	ADJ	the-female-impersonators-transcript
sexual	ADJ	the-female-impersonators-transcript
neurotic	ADJ	the-female-impersonators-transcript
former	ADJ	the-female-impersonators-transcript
valuable	ADJ	the-female-impersonators-transcript
popular	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
frequent	ADJ	the-female-impersonators-transcript
remarkable	ADJ	the-female-impersonators-transcript
medical	ADJ	the-female-impersonators-transcript
common	ADJ	the-female-impersonators-transcript
instinctive	ADJ	the-female-impersonators-transcript
artistic	ADJ	the-female-impersonators-transcript
sensitive	ADJ	the-female-impersonators-transcript
angelic	ADJ	the-female-impersonators-transcript
wavelike	ADJ	the-female-impersonators-transcript
emotional	ADJ	the-female-impersonators-transcript
double	ADJ	the-female-impersonators-transcript
certain	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
human	ADJ	the-female-impersonators-transcript
remarkable	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
ian	ADJ	the-female-impersonators-transcript
ultra	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
ultra-	ADJ	the-female-impersonators-transcript
else	ADJ	the-female-impersonators-transcript
psychic	ADJ	the-female-impersonators-transcript
noteworthy	ADJ	the-female-impersonators-transcript
virile	ADJ	the-female-impersonators-transcript
intimate	ADJ	the-female-impersonators-transcript
extreme	ADJ	the-female-impersonators-transcript
common	ADJ	the-female-impersonators-transcript
scientific	ADJ	the-female-impersonators-transcript
general	ADJ	the-female-impersonators-transcript
heavenly	ADJ	the-female-impersonators-transcript
scientific	ADJ	the-female-impersonators-transcript
sexual	ADJ	the-female-impersonators-transcript
several	ADJ	the-female-impersonators-transcript
less	ADJ	the-female-impersonators-transcript
historic	ADJ	the-female-impersonators-transcript
colonial	ADJ	the-female-impersonators-transcript
feminine	ADJ	the-female-impersonators-transcript
principal	ADJ	the-female-impersonators-transcript
prominent	ADJ	the-female-impersonators-transcript
deceased	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
psychic	ADJ	the-female-impersonators-transcript
native	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
poli-	ADJ	the-female-impersonators-transcript
same	ADJ	the-female-impersonators-transcript
twentieth	ADJ	the-female-impersonators-transcript
intuitive	ADJ	the-female-impersonators-transcript
twentieth	ADJ	the-female-impersonators-transcript
intellectual	ADJ	the-female-impersonators-transcript
other	ADJ	the-female-impersonators-transcript
13th	ADJ	the-female-impersonators-transcript
pure	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
herculean	ADJ	the-female-impersonators-transcript
tellectual	ADJ	the-female-impersonators-transcript
last	ADJ	the-female-impersonators-transcript
cultured	ADJ	the-female-impersonators-transcript
savage	ADJ	the-female-impersonators-transcript
criminal	ADJ	the-female-impersonators-transcript
conscious	ADJ	the-female-impersonators-transcript
pure	ADJ	the-female-impersonators-transcript
sible	ADJ	the-female-impersonators-transcript
pure	ADJ	the-female-impersonators-transcript
inter-	ADJ	the-female-impersonators-transcript
triumphant	ADJ	the-female-impersonators-transcript
disgusting	ADJ	the-female-impersonators-transcript
extended	ADJ	the-female-impersonators-transcript
lec-	ADJ	the-female-impersonators-transcript
standard	ADJ	the-female-impersonators-transcript
human	ADJ	the-female-impersonators-transcript
asexual	ADJ	the-female-impersonators-transcript
third	ADJ	the-female-impersonators-transcript
ultra	ADJ	the-female-impersonators-transcript
undersized	ADJ	the-female-impersonators-transcript
non	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
functional	ADJ	the-female-impersonators-transcript
male	ADJ	the-female-impersonators-transcript
third	ADJ	the-female-impersonators-transcript
commonplace	ADJ	the-female-impersonators-transcript
christian	ADJ	the-female-impersonators-transcript
unlearned	ADJ	the-female-impersonators-transcript
immoral	ADJ	the-female-impersonators-transcript
ignorant	ADJ	the-female-impersonators-transcript
third	ADJ	the-female-impersonators-transcript
hazy	ADJ	the-female-impersonators-transcript
incorrect	ADJ	the-female-impersonators-transcript
continental	ADJ	the-female-impersonators-transcript
bright	ADJ	the-female-impersonators-transcript
useful	ADJ	the-female-impersonators-transcript
seventeenth	ADJ	the-female-impersonators-transcript
semi	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
bearded	ADJ	the-female-impersonators-transcript
old	ADJ	the-female-impersonators-transcript
divine	ADJ	the-female-impersonators-transcript
high	ADJ	the-female-impersonators-transcript
several	ADJ	the-female-impersonators-transcript
loathsome	ADJ	the-female-impersonators-transcript
responsible	ADJ	the-female-impersonators-transcript
necessary	ADJ	the-female-impersonators-transcript
human	ADJ	the-female-impersonators-transcript
twentieth	ADJ	the-female-impersonators-transcript
pagan	ADJ	the-female-impersonators-transcript
human	ADJ	the-female-impersonators-transcript
twentieth	ADJ	the-female-impersonators-transcript
semi	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
bearded	ADJ	the-female-impersonators-transcript
sacrificial	ADJ	the-female-impersonators-transcript
sexual	ADJ	the-female-impersonators-transcript
loathsome	ADJ	the-female-impersonators-transcript
latter	ADJ	the-female-impersonators-transcript
present	ADJ	the-female-impersonators-transcript
alive	ADJ	the-female-impersonators-transcript
old	ADJ	the-female-impersonators-transcript
european	ADJ	the-female-impersonators-transcript
twentieth	ADJ	the-female-impersonators-transcript
inoffensive	ADJ	the-female-impersonators-transcript
archaic	ADJ	the-female-impersonators-transcript
few	ADJ	the-female-impersonators-transcript
young	ADJ	the-female-impersonators-transcript
extensive	ADJ	the-female-impersonators-transcript
middle	ADJ	the-female-impersonators-transcript
upper	ADJ	the-female-impersonators-transcript
considerable	ADJ	the-female-impersonators-transcript
public	ADJ	the-female-impersonators-transcript
few	ADJ	the-female-impersonators-transcript
abrupt	ADJ	the-female-impersonators-transcript
unknown	ADJ	the-female-impersonators-transcript
intellectual	ADJ	the-female-impersonators-transcript
third	ADJ	the-female-impersonators-transcript
least	ADJ	the-female-impersonators-transcript
real	ADJ	the-female-impersonators-transcript
mediaeval	ADJ	the-female-impersonators-transcript
bitter	ADJ	the-female-impersonators-transcript
sudden	ADJ	the-female-impersonators-transcript
harmless	ADJ	the-female-impersonators-transcript
pitiable	ADJ	the-female-impersonators-transcript
sexual	ADJ	the-female-impersonators-transcript
ignorant	ADJ	the-female-impersonators-transcript
more	ADJ	the-female-impersonators-transcript
last	ADJ	the-female-impersonators-transcript
able	ADJ	the-female-impersonators-transcript
good	ADJ	the-female-impersonators-transcript
low	ADJ	the-female-impersonators-transcript
bad	ADJ	the-female-impersonators-transcript
powerful	ADJ	the-female-impersonators-transcript
full	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
bad	ADJ	the-female-impersonators-transcript
tight	ADJ	the-female-impersonators-transcript
last	ADJ	the-female-impersonators-transcript
Most	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
religious	ADJ	the-female-impersonators-transcript
similar	ADJ	the-female-impersonators-transcript
peculiar	ADJ	the-female-impersonators-transcript
high	ADJ	the-female-impersonators-transcript
ethical	ADJ	the-female-impersonators-transcript
common	ADJ	the-female-impersonators-transcript
bad	ADJ	the-female-impersonators-transcript
great	ADJ	the-female-impersonators-transcript
occasional	ADJ	the-female-impersonators-transcript
probable	ADJ	the-female-impersonators-transcript
large	ADJ	the-female-impersonators-transcript
male	ADJ	the-female-impersonators-transcript
ultra	ADJ	the-female-impersonators-transcript
-	ADJ	the-female-impersonators-transcript
religious	ADJ	the-female-impersonators-transcript
enthusiastic	ADJ	the-female-impersonators-transcript
well	ADJ	the-female-impersonators-transcript
powerful	ADJ	the-female-impersonators-transcript
intellectual	ADJ	the-female-impersonators-transcript
sexual	ADJ	the-female-impersonators-transcript
weak	ADJ	the-female-impersonators-transcript
religious	ADJ	the-female-impersonators-transcript
strong	ADJ	the-female-impersonators-transcript
homosexual	ADJ	the-female-impersonators-transcript
puritan	ADJ	the-female-impersonators-transcript
minded	ADJ	the-female-impersonators-transcript
strenuous	ADJ	the-female-impersonators-transcript
own	ADJ	the-female-impersonators-transcript
sexual	ADJ	the-female-impersonators-transcript
prior	ADJ	the-female-impersonators-transcript
unparalleled	ADJ	the-female-impersonators-transcript
mental	ADJ	the-female-impersonators-transcript
lifelong	ADJ	the-female-impersonators-transcript
pitiable	ADJ	the-female-impersonators-transcript
due	ADJ	the-female-impersonators-transcript
biblical	ADJ	the-female-impersonators-transcript
unusual	ADJ	the-female-impersonators-transcript
heinous	ADJ	the-female-impersonators-transcript
sexual	ADJ	the-female-impersonators-transcript
responsible	ADJ	the-female-impersonators-transcript
anaph-	ADJ	the-female-impersonators-transcript
such	ADJ	the-female-impersonators-transcript
unpopular	ADJ	the-female-impersonators-transcript
fellow	ADJ	the-female-impersonators-transcript
fledged	ADJ	the-female-impersonators-transcript
such	ADJ	the-female-impersonators-transcript
happy	ADJ	the-female-impersonators-transcript
satisfying	ADJ	the-female-impersonators-transcript
vast	ADJ	the-female-impersonators-transcript
manly	ADJ	the-female-impersonators-transcript
high	ADJ	the-female-impersonators-transcript
other	ADJ	the-female-impersonators-transcript
theological	ADJ	the-female-impersonators-transcript
kind	ADJ	the-female-impersonators-transcript
least	ADJ	the-female-impersonators-transcript
bisexual	ADJ	the-female-impersonators-transcript
other	ADJ	the-female-impersonators-transcript
sexual	ADJ	the-female-impersonators-transcript
voluntary	ADJ	the-female-impersonators-transcript
ethical	ADJ	the-female-impersonators-transcript
anaph-	ADJ	the-female-impersonators-transcript
open	ADJ	the-female-impersonators-transcript
virile	ADJ	the-female-impersonators-transcript
virile	ADJ	the-female-impersonators-transcript
next	ADJ	the-female-impersonators-transcript
